id,focus,signal,slack,drag,confidence,score,lane
l001,search depth,35,33,6,25,149,watch
l002,boundary pressure,35,34,6,55,181,watch
l003,complexity,35,35,6,85,213,ship
l004,input width,35,36,18,25,131,watch
l005,search depth,35,37,18,55,163,watch
l006,boundary pressure,35,38,18,85,195,ship
l007,complexity,35,39,34,25,105,hold
l008,input width,35,40,34,55,137,watch
l009,search depth,35,41,34,85,169,watch
l010,boundary pressure,60,42,6,25,217,ship
l011,complexity,60,43,6,55,249,ship
l012,input width,60,44,6,85,281,ship
l013,search depth,60,45,18,25,199,ship
l014,boundary pressure,60,46,18,55,231,ship
l015,complexity,60,47,18,85,263,ship
l016,input width,60,48,34,25,173,watch
l017,search depth,60,32,34,55,171,watch
l018,boundary pressure,60,33,34,85,203,ship
l019,complexity,85,34,6,25,251,ship
l020,input width,85,35,6,55,283,ship
l021,search depth,85,36,6,85,315,ship
l022,boundary pressure,85,37,18,25,233,ship
l023,complexity,85,38,18,55,265,ship
l024,input width,85,39,18,85,297,ship
l025,search depth,85,40,34,25,207,ship
l026,boundary pressure,85,41,34,55,239,ship
l027,complexity,85,42,34,85,271,ship
